"date","setting","series","note","info","source"
"2367","primary","TNG",NA,"Book","Spartacus - TNG 20"
"2367","inferred","TNG",NA,"Welsey leaves the Enterprise to join the Academy.",NA
"2367","primary","SNW",NA,"Story","See Spot Run - SNW 1"
"2367","primary","SNW",NA,"Deanna's son Ian returns as a two-dimensional entity in space en route to a cosmic string fragment.","Prodigal Son - SNW 4"
"2367","primary","SNW",NA,"Ro Laren undergoes therapy at the Jaros 2 Federation prison.","Flash Point - SNW 4"
"2367","primary","TNG",NA,"Cmdr. Shelby is assigned first officer of the USS Chekov.","Vendetta - TNG"
"2367","primary","SNW",NA,"Story","Of Cabbages And Kings - SNW 1"
"2367","primary","SNW",NA,"Story","Whatever You Do, Don't Read This Story! - SNW 3"
"2367","secondary","VOY",NA,"Harry Kim enters Starfleet Academy.","Pathways - VOY Ch 4"
"2367","secondary","VOY",NA,"B'Elanna Torres enters Starfleet Academy.","Pathways - VOY Ch 6"
"2367","secondary","VOY",NA,"While serving aboard the Gettysburg under Capt. Madolyn Gordon, Lt. Cmdr. Chakotay receives an offer to join the Maquis.","Pathways - VOY Ch 2"
"2367","secondary","VOY",NA,"Harry Kim passes his wilderness survival test.","Pathways - VOY Ch 4"
"2367","primary","TNG",NA,"Book","Chains Of Command - TNG 21"
"2367","primary","TNG",NA,"Book","Imbalance - TNG 22"
"2367","primary","SNW",NA,"A century-old Klingon 'lifeboat' is discovered with a survivor, K'pril son of Korpi.","I Am Klingon - SNW 2"
"2367","primary","TNG",NA,"Story","The Monkey Puzzle Box - SNW 5"
"2367","inferred","TNG",NA,NA,"Redemption."
"2368","primary","SNW",NA,"En route to his first assignment as a captain, Richard Castillo laments Tasha's fate over drinks with Guinan aboard the Enterprise.","The Fourth Toast - SNW 3"
"2368","primary","SNW",NA,"Lt. Barklay temporarily transfers to the USS Debakey to aid Dr. Pulaski.","Calculated Risk - SNW 2"
"2368","inferred","TNG",NA,"Ensign Ro signs aboard the Enterprise.",NA
"2368","primary","TNG",NA,"Book","The Badlands Book 1 Part 2"
"2368","inferred","TNG",NA,"Birth of Molly O'Brien.",NA
"2368","primary","TNG",NA,"Book","War Drums - TNG 23"
"2368","primary","NF",NA,"Lt. Burgoyne 172 of the USS Livingston is sent to deactivate a rogue techno-organic Federation probe threatening the planet Damiano.","Oil And Water - No Limits - NF"
"2368","primary","NF",NA,"Lt. Mark McHenry test-pilots the runabout Amazon near the event horizon of a black hole.","Singularity - No Limits - NF"
"2368","primary","SNW",NA,"Suffering from advanced Bendii Syndrome, Sarek laments decisions made earlier in his life.","Dementia In D Minor - SNW 5"
"2368","primary","TNG",NA,"Following the death of Ambassador Sarek, Picard and Data travel to Romulus aboard the cloaked Klingon vessel Kruge to investigate the disappearance of Ambassador Spock. Spock is found in the company of Romulan Senator Pardek, who arranges a meeting with Proconsul Neral to discuss reunification with Vulcan. The meeting is simply a front for a planned invasion of Vulcan led by Commander Sela. After the plan is foiled by the Enterprise, Spock chooses to remain underground on Romulus.","Unification - TNG"
"2368","primary","TNG",NA,"Picard attends Sarek's funeral on Vulcan.","Last Words - The Amazing Stories"
"2368","inferred","TNG",NA,"Alexander Rozhenko returns to the Enterprise to stay with Worf.",NA
"2368","secondary","VOY",NA,"Harry Kim begins dating Libby Lattimore.","Pathways - VOY Ch 4"
"2368","secondary","DS9",NA,"Jadzia departs her home in preparation for her joining to Dax.","Reflections - The Lives Of Dax"
"2368","primary","SNW",NA,"Picard convinces Starfleet Academy to abolish the mandatory retirement age for the groundskeepers.","Efflorescence - SNW 5"
"2368","secondary","SNW",NA,"The crew of the Enterprise suffers mass amnesia, and is made to believe that the Federation is at war with the Lysians.","Kristin's Conundrum - SNW 5"
"2368","secondary","TNG",NA,"Book","Imzadi"
"2368","secondary","SNW",NA,"Lt. Morgan informs Irene Hansen that the Raven had been on a mission to investigate the Borg. Irene decides to take a tour of old Europe.","Final Entry: July 15-29, 2368 - SNW 5"
"2368","secondary","VOY",NA,"Chakotay's home and family on Trebus are destroyed by the Cardassians. He joins the Maquis and names his ship the Liberty. Seska joins his crew on Bajor.","Pathways - VOY Ch 2"
"2368","primary","TNG",NA,"Book","The Last Stand - TNG 37"
"2368","primary","TNG",NA,"Book","Nightshade - TNG 24"
"2368","secondary","SNW",NA,"Irene Hansen returns from Europe.","Final Entry: September 3, 2368 - SNW 5"
"2368","secondary","TNG",NA,"The USS Bozeman emerges from the temporal rift that ensnared the ship ninety years earlier, and narrowly avoids a collision with the Enterprise.","Ship Of The Line Ch 6-7"
"2368","secondary","DS9",NA,"Elim Garak is stripped of his rank and exiled to the Terok Nor space station in orbit around Bajor.","A Stitch In Time Part 3 - DS9 27"
"2368","primary","TNG",NA,"Book","Sins Of Commission - TNG 29"
"2368","secondary","SNW","Most of the journal dates are incorrect.","Over the next three months, Captain Bateson of the Bozeman writes in his weekly journal about his retraining at Starfleet Academy.","Future Shock - SNW 7"
"2368","inferred","TNG",NA,"A Borg designated 'Three Of Five' is rescued from a crashed shuttle. He is given the name 'Hugh' by the crew, and experiences a taste of individuality before being returned to the collective.","Descent"
"2368","primary","SNW",NA,"While on Kolya, a dormant 'seed' of Armus manifests itself within Riker and murders two Kolyati.","The Shoulders Of Giants - Three: Nyda - SNW 5"
"2368","primary","TNG",NA,"The Ko N'ya stone is recovered from a wrecked Ferengi vessel. The descendants of the Iconian race are reunified.","The Devil's Heart - TNG"
"2368","primary","TNG",NA,"Book","Grounded - TNG 25"
"2368","primary","TNG",NA,"Book","The Romulan Prize - TNG 26"
"2368","primary","SNW",NA,"Picard experiences a lifetime worth of memories of Kamin, a citizen of the long-dead world of Kataan.","The Promise - SNW 4"
"2368","inferred","TNG",NA,NA,"Time's Arrow"
"2369","primary",NA,NA,"Book","The Best And The Brightest - Year One"
"2369","secondary","SNW",NA,"The crew of the Bozeman, who had been immunized against Rigelian fever in the 23rd century, develop an antidote to quell an outbreak near the Mutara Sector.","Future Shock - SNW 7"
"2369","primary","TNG",NA,"Captain Montgomery Scott is rescued from the wreckage of the Jenolen on the Dyson Sphere. Ensign Franklin's transporter pattern is irrecoverably degraded. After helping to extricate the Enterprise from the interior of the sphere, Scott departs in the shuttlecraft Goddard.","Relics - TNG"
"2369","secondary","VOY",NA,"Neelix undergoes detoxification for his addiction to Rhuludian crystals.","Pathways - VOY Ch 10"
"2369","secondary","VOY",NA,"B'Elanna drops out of Starfleet Academy.","Pathways - VOY Ch 6"
"2369","primary","TNG",NA,"Book","Here There Be Dragons - TNG 28"
"2369","primary",NA,NA,"The Enterprise makes first contact with the Pelavians, whose exhalations trigger hallucinations in humans.","On The Scent Of Trouble - The Amazing Stories"
"2369","primary","TNG",NA,"Book","A Fury Scorned - TNG 43"
"2369","inferred","NF",NA,"Captain Edward Jellico is given temporary command of the Enterprise while Picard, Worf and Beverly Crusher conduct a covert mission into Cardassian space. Picard is captured on Celtris 3 and tortured by Gul Madred until Jellico demands his release.","House Of Cards - NF 1"
"2369","secondary","VOY",NA,"Chakotay kills a Cardassian with his bare hands.","Pathways - VOY Ch 2"
"2369","primary","TNG",NA,"Book","Debtor's Planet - TNG 30"
"2369","secondary","DS9",NA,"The Cardassians withdraw from Terok Nor and Bajoran space. A group led by Leej Terrell secretly removes one of the Red Orbs of Jalbador.","Millennium 1: The Fall Of Terok Nor Ch 1; Millennium 3: Inferno"
"2369","primary","CT",NA,"Backstory.","Once Burned - CT 5"
"2369","primary","DS9",NA,"Book","Emissary - DS9 1"
"2369","primary","DS9",NA,"Sisko and Kira return to Bajor for a speech to be given by Kai Opaka. An explosion traps them in the Paths Of The Lost catacombs beneath the Taluno Library.","Ha'mara - Prophecy And Change - DS9"
"2369","primary","SNW",NA,"Garak gets philosophical with a Bajoran terrorist in Quark's bar.","Fabrications - SNW 6"
"2369","primary","TNG",NA,"Book","Guises Of The Mind - TNG 27"
"2369","primary","DS9","Molly's age may be incorrect.","Book","The Siege - DS9 2"
"2369","primary","TNG",NA,"Book","Invasion! 2: The Soldiers Of Fear - TNG 41"
"2369","primary","TNG",NA,"Spock and McCoy meet with Dr. Crusher aboard the Enterprise to research a genetic disease that is wiping out the Romulan royal family.","Double Helix 3: Red Sector - TNG 53"
"2369","primary","NF","The year '2367' is the result of an editing error.","Lady Q recruits Selar to assist in the Q-continuum civil war.","Q'uandry - 2367, No Limits - NF"
"2369","inferred","TNG",NA,"Several Klingon youth, including Toq, are liberated from a Romulan prison camp by Worf.","Diplomatic Implausibility - TNG 61"
"2369","primary","TNG",NA,"Book","The Death Of Princes - TNG 44"
"2369","primary","DS9",NA,"Book","Bloodletter - DS9 3"
"2369","primary","TNG",NA,"Book","To Storm Heaven - TNG 46"
"2369","inferred","TNG",NA,"While aboard the Enterprise, Klingon scientist Kurak is accused of murder by Dr. Crusher.","Diplomatic Implausibility - TNG 61"
"2369","primary","DS9",NA,"Book","Warped - DS9"
"2369","primary","TNG",NA,"Book","The Romulan Strategem - TNG 35"
"2369","inferred","TNG",NA,"A duplicate of William Riker created in a transporter accident eight years earlier is discovered on Nervala 4. He chooses to use the name 'Thomas.'","Double Helix 4: Quarantine - TNG 54"
"2369","secondary","TNG",NA,"Backstory.","Double Helix 5: Double Or Nothing - TNG 55"
"2369","primary","TNG",NA,"Book","Foreign Foes - TNG 31"
"2369","primary","TNG","The year given in the story (2370) is too late given Ro's presence aboard the Enterprise.","Book","Requiem - TNG 32"
"2369","secondary","VOY",NA,"Aboard a Bolian freighter, B'Elanna is captured by Cardassians, and is rescued by Chakotay and Seska.","Pathways - VOY Ch 6"
"2369","primary","TNG",NA,"Epilogue.","Guises Of The Mind - TNG 27"
"2369","inferred","TNG",NA,"Ensign Ro leaves the Enterprise.",NA
"2369","primary","TNG",NA,"Book","Tooth And Claw - TNG 60"
"2369","primary","TNG",NA,"Book","Descent - TNG"
"2370","primary",NA,NA,NA,"Engines Of Destiny"
"2370","primary","SNW",NA,"Morgan Bateson, who had married Mira Romaine in the 23rd century, settles his differences with Montgomery Scott.","Ancient History - SNW 6"
"2370","primary","VOY",NA,"Wixiban is captured and imprisoned by the Ubeans.","Pathways - VOY Ch 10"
"2370","primary","DS9",NA,"Book","Warchild - DS9 7"
"2370","primary","VOY",NA,"Aboard the Liberty, B'Elanna repairs a shuttlecraft with Seska.","Pathways - VOY Ch 6"
"2370","primary","TNG",NA,"Book","Blaze Of Glory - TNG 34"
"2370","inferred","TNG",NA,NA,"Gambit"
"2370","inferred","DS9",NA,"Jadzia Dax is kidnapped by Verad, a Trill who removes her symbiont to take it as his own.","Reflections - The Lives Of Dax"
"2370","primary","DS9",NA,"Book","The Big Game - DS9 4"
"2370","secondary","VOY",NA,"In Marseilles, Chakotay recruits Tom Paris to join the Maquis.","Pathways - VOY Ch 8"
"2370","secondary","VOY",NA,"The Liberty makes its first foray into Cardassian territory.","Pathways - VOY Ch 2"
"2370","primary","SNW",NA,"Q the Philosopher (aka Quinn) visits Riker on his birthday.","A Q To Swear By - SNW 3"
"2370","primary",NA,NA,"Book","Klingon"
"2370","primary","TNG","References placing the story 'eighty years' after Demons are incorrect.","Book","Possession - TNG 40"
"2370","primary","DS9",NA,"Book","Fallen Heroes - DS9 5"
"2370","primary","TNG",NA,"Book","Dyson Sphere - TNG 50"
"2370","primary","TNG",NA,"Book","Infiltrator - TNG 42"
"2370","primary","TNG",NA,"Book","Into The Nebula - TNG 36"
"2370","primary","DS9",NA,"Book","Devil In The Sky - DS9 11"
"2370","secondary","VOY",NA,"At the age of nine months, Kes begins to inquire about Ocampan history.","Pathways - VOY Ch 12"
"2370","secondary","VOY",NA,"The crew of the Liberty begins constructing a base on an M-class planet in the Badlands. Tom saves B'Elanna from drowning.","Pathways - VOY Ch 6"
"2370","secondary","VOY",NA,"The Liberty is severely damaged in battle. Tom departs in a shuttle to seek help, but is intercepted by the USS Bradbury.","Pathways - VOY Ch 8"
"2370","primary",NA,NA,"Book","Dark Passions Book 1"
"2370","primary",NA,NA,"Book","Dark Passions Book 2"
"2370","primary","NF",NA,"As part of an undercover operation for Starfleet Intelligence, Mackenzie Calhoun boards the Romulan vessel Terix to retrieve a secret phased-cloaking device.","Loose Ends - No Limits - NF"
"2370","primary","TNG",NA,"Book","Q-Squared - TNG"
"2370","primary","TNG",NA,"Book","Balance Of Power - TNG 33"
"2370","primary","TNG",NA,"Book","Dragon's Honor - TNG 38"
"2370","primary",NA,NA,"The Enterprise assists in the evacuation of Nunanavik, an arctic colony world settled by Inuit.","Life Itself Is Reason Enough - The Amazing Stories"
"2370","primary",NA,NA,"Book","The Best And The Brightest - Year Two"
"2370","inferred",NA,NA,NA,"Journey's End"
"2370","inferred","DS9",NA,NA,"The Maquis (DS9)"
"2370","primary","SNW",NA,"Story","The Naked Truth - SNW 1"
"2370","primary","DS9",NA,"Book","Antimatter - DS9 8"
"2370","inferred","TNG",NA,NA,"Preemptive Strike"
"2370","primary","TNG",NA,"Book","Rogue Saucer - TNG 39"
"2370","primary","TNG",NA,"Book","All Good Things... - TNG"
"2370","primary",NA,NA,"Bajoran militia leader Orta discovers a Malkus Artifact on Bajor's second moon. Dax, Kira and Captain Declan Keogh of the Odyssey are taken captive aboard the Rio Grande.","The Brave And The Bold Book 1: The Second Artifact"
"2371","secondary",NA,NA,"The Odyssey is destroyed by the Jem'Hadar in the Gamma quadrant.","The Brave And The Bold Book 1: Second Interlude"
"2371","primary","SNW",NA,"Dr. McCoy discovers a potential cure for Irumodic syndrome.","The Name Of The Cat - SNW 4"
